accession,description,length,raw Ns,raw Ns %,masked Ns,masked Ns %,vsl-25 Ns,vsl-25 Ns %,masked vsl-25 Ns,masked vsl-25 Ns %,RM vsl-25 missed Ns,RM vsl-25 missed Ns %
NZ_CP012184.1,Pseudonocardia sp. EC080619-01 chromosome  complete genome,6149338,0,0,162636,2.64,2284,.03,163273,2.65,637,.01
NZ_CP012187.1,Lacticaseibacillus paracasei strain CAUH35 chromosome  complete genome,2770411,0,0,11460,.41,637,.02,11999,.43,539,.01
NZ_CP012194.1,Corynebacterium glutamicum strain CP chromosome  complete genome,3342897,0,0,17116,.51,613,.01,17508,.52,392,.01
NZ_CP012195.1,Campylobacter ureolyticus RIGS 9880 chromosome  complete genome,1641887,0,0,26484,1.61,9589,.58,34277,2.08,7793,.47
NZ_CP012200.1,Thermococcus sp. 2319x1 chromosome  complete genome,1961221,0,0,6799,.34,809,.04,7485,.38,686,.03
NZ_CP012201.1,Massilia sp. NR 4-1 chromosome  complete genome,6361416,0,0,92047,1.44,2110,.03,93371,1.46,1324,.02
NZ_CP012202.1,Alteromonas macleodii strain HOT1A3 chromosome  complete genome,4652873,0,0,14439,.31,1696,.03,15689,.33,1250,.02
NZ_CP012252.1,Klebsiella quasipneumoniae strain HKUOPLA chromosome  complete genome,5090052,0,0,36080,.70,1496,.02,36864,.72,784,.01
NZ_CP012253.1,Cronobacter sakazakii strain NCTC 8155 chromosome  complete genome,4329295,0,0,29378,.67,1029,.02,30113,.69,735,.01
NZ_CP012257.1,Cronobacter universalis NCTC 9529 chromosome  complete genome,4307096,0,0,31538,.73,956,.02,32126,.74,588,.01
NZ_CP012264.1,Cronobacter condimenti 1330 strain LMG 26250 chromosome  complete genome,4347991,0,0,25270,.58,958,.02,25662,.59,392,0
NZ_CP012266.1,Cronobacter dublinensis subsp. dublinensis LMG 23823 chromosome  complete genome,4431067,0,0,32738,.73,1103,.02,33130,.74,392,0
NZ_CP012268.1,Cronobacter muytjensii ATCC 51329 chromosome  complete genome,4364114,0,0,29474,.67,539,.01,29670,.67,196,0
NZ_CP012269.1,Pediococcus damnosus strain TMW 2.1532 chromosome  complete genome,2073735,0,0,9979,.48,1470,.07,11253,.54,1274,.06
NZ_CP012275.1,Pediococcus damnosus strain TMW 2.1533 chromosome  complete genome,2149374,0,0,8793,.40,1274,.05,9822,.45,1029,.04
NZ_CP012283.1,Pediococcus damnosus strain TMW 2.1534 chromosome  complete genome,2172287,0,0,10272,.47,1348,.06,11522,.53,1250,.05
NZ_CP012288.1,Pediococcus damnosus strain TMW 2.1535 chromosome  complete genome,2247318,0,0,9524,.42,1372,.06,10749,.47,1225,.05
NZ_CP012294.1,Pediococcus damnosus strain TMW 2.1536 chromosome  complete genome,2125430,0,0,9948,.46,1225,.05,10977,.51,1029,.04
NZ_CP012299.1,Microbacterium sp. CGR1 chromosome  complete genome,3634864,0,0,40136,1.10,1180,.03,40332,1.10,196,0
NZ_CP012328.1,Spiroplasma turonicum strain Tab4c chromosome  complete genome,1261374,0,0,32324,2.56,11719,.92,41144,3.26,8820,.69
NZ_CP012334.1,Bordetella sp. H567 chromosome  complete genome,5532470,0,0,64252,1.16,1499,.02,64939,1.17,687,.01
NZ_CP012344.2,Salmonella enterica subsp. enterica serovar Choleraesuis str. ATCC 10708 chromosome  complete genome,4752095,0,0,23748,.49,1349,.02,24827,.52,1079,.02
NZ_CP012346.1,Salmonella enterica subsp. enterica serovar Panama str. ATCC 7378 chromosome  complete genome,4555576,0,0,23427,.51,907,.01,24015,.52,588,.01
NZ_CP012347.1,Salmonella enterica subsp. enterica serovar Pullorum str. ATCC 9120 chromosome  complete genome,4694842,0,0,22829,.48,1375,.02,23785,.50,956,.02
NZ_CP012349.1,Salmonella enterica subsp. enterica serovar Sloterdijk str. ATCC 15791 chromosome  complete genome,4817791,0,0,23683,.49,1450,.03,24713,.51,1030,.02
NZ_CP012350.1,Cutibacterium acnes strain PA 30 2 L1 chromosome  complete genome,2530708,0,0,8772,.34,423,.01,8968,.35,196,0
NZ_CP012351.1,Cutibacterium acnes strain PA 21 1 L1 chromosome  complete genome,2560354,0,0,9260,.36,196,0,9456,.36,196,0
NZ_CP012352.1,Cutibacterium acnes strain PA 15 2 L1 chromosome  complete genome,2540008,0,0,9031,.35,147,0,9178,.36,147,0
NZ_CP012353.1,Cutibacterium acnes strain PA 12 1 R1 chromosome  complete genome,2470017,0,0,7723,.31,216,0,7919,.32,196,0
NZ_CP012354.1,Cutibacterium acnes strain PA 12 1 L1 chromosome  complete genome,2491961,0,0,8727,.35,196,0,8923,.35,196,0
NZ_CP012355.1,Cutibacterium acnes strain PA 15 1 R1 chromosome  complete genome,2493976,0,0,9487,.38,245,0,9683,.38,196,0
NZ_CP012357.1,Spiroplasma litorale strain TN-1 chromosome  complete genome,1225519,0,0,29807,2.43,13979,1.14,39684,3.23,9877,.80
NZ_CP012358.1,Oblitimonas alkaliphila strain B4199 chromosome  complete genome,2494031,0,0,12488,.50,1502,.06,13249,.53,761,.03
NZ_CP012359.1,Oblitimonas alkaliphila strain C6819 chromosome  complete genome,2272143,0,0,10316,.45,1506,.06,10855,.47,539,.02
NZ_CP012360.1,Oblitimonas alkaliphila strain C6918 chromosome  complete genome,2312033,0,0,12691,.54,1181,.05,13279,.57,588,.02
NZ_CP012362.1,Oblitimonas alkaliphila strain D3318 chromosome  complete genome,2294397,0,0,11277,.49,1180,.05,11914,.51,637,.02
NZ_CP012363.1,Oblitimonas alkaliphila strain E1086 chromosome  complete genome,2391994,0,0,11404,.47,1056,.04,11943,.49,539,.02
NZ_CP012364.1,Oblitimonas alkaliphila strain E1148 chromosome  complete genome,2377259,0,0,12776,.53,908,.03,13364,.56,588,.02
NZ_CP012369.1,Moorella thermoacetica strain DSM 521 chromosome  complete genome,2527564,0,0,9638,.38,343,.01,9883,.39,245,0
NZ_CP012370.1,Moorella thermoacetica strain DSM 2955 chromosome  complete genome,2623349,0,0,10076,.38,345,.01,10272,.39,196,0
NZ_CP012371.1,Nitrosospira briensis C-128 chromosome  complete genome,3210113,0,0,8030,.25,319,0,8226,.25,196,0
NZ_CP012372.1,Francisella tularensis subsp. tularensis MA00-2987 chromosome  complete genome,1892645,0,0,14895,.78,2701,.14,17126,.90,2231,.11
NZ_CP012373.2,Beggiatoa leptomitoformis strain D-402 chromosome  complete genome,4265317,0,0,11002,.25,1691,.03,12423,.29,1421,.03
NZ_CP012375.1,Microcystis aeruginosa NIES-2481 chromosome  complete genome,4293006,0,0,40893,.95,9581,.22,42192,.98,1299,.03
NZ_CP012390.1,Lawsonella clevelandensis strain X1698 chromosome  complete genome,1915154,0,0,13121,.68,490,.02,13415,.70,294,.01
NZ_CP012391.1,Neisseria meningitidis strain DE8669 chromosome  complete genome,2230103,0,0,15649,.70,2340,.10,16427,.73,778,.03
NZ_CP012392.1,Neisseria meningitidis strain DE10444 chromosome  complete genome,2170619,0,0,14895,.68,1500,.06,15508,.71,613,.02
NZ_CP012393.1,Neisseria meningitidis strain DE8555 chromosome  complete genome,2207932,0,0,15452,.69,2119,.09,16261,.73,809,.03
NZ_CP012394.1,Neisseria meningitidis strain WUE2121 chromosome  complete genome,2206847,0,0,15400,.69,2118,.09,16184,.73,784,.03
NZ_CP012400.2,Pseudomonas yamanorum strain LBUM636 chromosome  complete genome,6856835,0,0,30402,.44,1398,.02,31260,.45,858,.01
NZ_CP012409.1,Staphylococcus aureus subsp. aureus Tager 104 chromosome  complete genome,2820837,0,0,26523,.94,3066,.10,29020,1.02,2497,.08
NZ_CP012411.1,Candidatus Carsonella ruddii strain YCCR chromosome  complete genome,174018,0,0,8093,4.65,9625,5.53,15453,8.88,7360,4.22
NZ_CP012419.2,Streptococcus agalactiae strain SG-M1 chromosome  complete genome,2116811,0,0,15304,.72,2279,.10,17338,.81,2034,.09
NZ_CP012420.1,Rickettsia amblyommatis strain Ac37 chromosome  complete genome,1415369,0,0,11089,.78,3015,.21,13712,.96,2623,.18
NZ_CP012426.1,Klebsiella pneumoniae strain KP5 chromosome  complete genome,5400658,0,0,35299,.65,907,.01,35838,.66,539,0
NZ_CP012430.1,Enterococcus faecium strain ISMMS VRE 1 chromosome  complete genome,3130373,0,0,15448,.49,3284,.10,18413,.58,2965,.09
NZ_CP012436.1,Enterococcus faecium strain ISMMS VRE 2 chromosome  complete genome,2932050,0,0,14529,.49,3283,.11,17420,.59,2891,.09
NZ_CP012447.1,Enterococcus faecium strain ISMMS VRE 4 chromosome  complete genome,2933574,0,0,15533,.52,3087,.10,18375,.62,2842,.09
NZ_CP012454.1,Enterococcus faecium strain ISMMS VRE 5 chromosome  complete genome,2818673,0,0,14056,.49,2990,.10,16752,.59,2696,.09
NZ_CP012460.1,Enterococcus faecium strain ISMMS VRE 7 chromosome  complete genome,2850245,0,0,14254,.50,2990,.10,16999,.59,2745,.09
NZ_CP012465.1,Enterococcus faecium strain ISMMS VRE 8 chromosome  complete genome,2970757,0,0,15021,.50,3161,.10,17814,.59,2793,.09
NZ_CP012479.1,Arthrobacter sp. ERGS1:01 isolate water chromosome  complete genome,4030317,0,0,29192,.72,564,.01,29633,.73,441,.01
NZ_CP012483.1,Bacillus cereus strain NJ-W chromosome  complete genome,5370032,0,0,35283,.65,6054,.11,40478,.75,5195,.09
NZ_CP012502.1,Bacillus beveridgei strain MLTeJB chromosome  complete genome,3582268,0,0,17788,.49,981,.02,18573,.51,785,.02
NZ_CP012503.1,Streptococcus agalactiae strain NGBS357 chromosome  complete genome,2172875,0,0,15430,.71,2279,.10,17414,.80,1984,.09
NZ_CP012505.1,Francisella persica ATCC VR-331 strain FSC845 chromosome  complete genome,1516676,0,0,12207,.80,2770,.18,14266,.94,2059,.13
NZ_CP012508.1,Piscirickettsia salmonis strain PM32597B1 chromosome  complete genome,3186149,0,0,35878,1.12,7172,.22,39089,1.22,3211,.10
NZ_CP012513.1,Salmonella enterica subsp. enterica serovar Thompson strain RM1984 chromosome  complete genome,4708710,0,0,23741,.50,1127,.02,24525,.52,784,.01
NZ_CP012514.1,Salmonella enterica subsp. enterica serovar Thompson strain RM1986 chromosome  complete genome,4701355,0,0,23416,.49,1056,.02,24102,.51,686,.01
NZ_CP012519.1,Bacillus anthracis strain Larissa chromosome  complete genome,5226878,0,0,34195,.65,6456,.12,39439,.75,5244,.10
NZ_CP012522.1,Enterococcus faecium strain 64 3 isolate human patient chromosome  complete genome,2572333,0,0,14575,.56,3087,.12,17368,.67,2793,.10
NZ_CP012529.1,Psychrobacter sp. P2G3 chromosome  complete genome,3321751,0,0,15755,.47,1350,.04,16687,.50,932,.02
NZ_CP012533.1,Psychrobacter sp. P11G5 chromosome  complete genome,3423795,0,0,15975,.46,1545,.04,17102,.49,1127,.03
NZ_CP012546.1,Campylobacter pinnipediorum subsp. pinnipediorum strain RM17260 chromosome  complete genome,1782665,0,0,25987,1.45,8948,.50,32925,1.84,6938,.38
NZ_CP012547.1,Campylobacter pinnipediorum subsp. pinnipediorum strain RM17261 chromosome  complete genome,1744112,0,0,25742,1.47,8607,.49,32380,1.85,6638,.38
NZ_CP012548.1,Campylobacter pinnipediorum subsp. pinnipediorum strain RM17262 chromosome  complete genome,1635222,0,0,24023,1.46,8163,.49,30051,1.83,6028,.36
NZ_CP012578.1,Pseudomonas aeruginosa strain PA D2 chromosome  complete genome,6642996,0,0,65488,.98,1768,.02,66683,1.00,1195,.01
NZ_CP012579.1,Pseudomonas aeruginosa strain PA D5 chromosome  complete genome,6681992,0,0,65336,.97,1720,.02,66384,.99,1048,.01
NZ_CP012580.1,Pseudomonas aeruginosa strain PA D9 chromosome  complete genome,6645477,0,0,65528,.98,1793,.02,66674,1.00,1146,.01
NZ_CP012581.1,Pseudomonas aeruginosa strain PA D16 chromosome  complete genome,6681975,0,0,65590,.98,1817,.02,66785,.99,1195,.01
NZ_CP012582.1,Pseudomonas aeruginosa strain PA D21 chromosome  complete genome,6639108,0,0,65488,.98,1719,.02,66511,1.00,1023,.01
NZ_CP012583.1,Pseudomonas aeruginosa strain PA D22 chromosome  complete genome,6681981,0,0,65348,.97,1842,.02,66494,.99,1146,.01
NZ_CP012584.1,Pseudomonas aeruginosa strain PA D25 chromosome  complete genome,6683204,0,0,65641,.98,1867,.02,66764,.99,1123,.01
NZ_CP012585.1,Pseudomonas aeruginosa strain PA D1 chromosome  complete genome,6643823,0,0,65234,.98,1694,.02,66355,.99,1121,.01
NZ_CP012588.1,Streptococcus thermophilus strain MN-BM-A01 chromosome  complete genome,1876516,0,0,11400,.60,1201,.06,12380,.65,980,.05
NZ_CP012591.1,Candidatus Profftella armatura strain YCPA chromosome  complete genome,457565,0,0,14635,3.19,9642,2.10,22259,4.86,7624,1.66
NZ_CP012593.1,Staphylococcus aureus strain HOU1444-VR chromosome  complete genome,2798705,0,0,23283,.83,3087,.11,25978,.92,2695,.09
NZ_CP012621.1,Zobellella denitrificans strain F13-1 chromosome  complete genome,4174222,0,0,55375,1.32,3463,.08,56943,1.36,1568,.03
NZ_CP012622.1,Spiroplasma cantharicola strain CC-1 chromosome  complete genome,1179577,0,0,27542,2.33,10427,.88,34772,2.94,7230,.61
NZ_CP012623.1,Hymenobacter sp. DG25A chromosome  complete genome,3777136,0,0,17699,.46,882,.02,18483,.48,784,.02
NZ_CP012624.1,Mycoplasmopsis synoviae strain 86079-7NS chromosome  complete genome,766256,0,0,17436,2.27,5688,.74,21259,2.77,3823,.49
NZ_CP012639.1,Serratia marcescens strain RSC-14 chromosome  complete genome,5127030,0,0,44551,.86,735,.01,44894,.87,343,0
NZ_CP012649.1,Trueperella pyogenes strain 2012CQ-ZSH chromosome  complete genome,2295822,0,0,10529,.45,49,0,10578,.46,49,0
NZ_CP012650.1,Lactiplantibacillus plantarum strain HFC8 isolate Lactobacillus plantarum chromosome  complete genome,3067675,0,0,12695,.41,785,.02,13283,.43,588,.01
NZ_CP012665.1,Candidatus Xiphinematobacter sp. Idaho Grape chromosome  complete genome,915884,0,0,3364,.36,98,.01,3462,.37,98,.01
NZ_CP012669.1,Altererythrobacter epoxidivorans strain CGMCC 1.7731 chromosome  complete genome,2786256,0,0,9940,.35,442,.01,10234,.36,294,.01
NZ_CP012673.1,Sorangium cellulosum strain So ce26 chromosome  complete genome,14557589,0,0,401245,2.75,19835,.13,409246,2.81,8001,.05
NZ_CP012677.1,Arthrobacter alpinus strain R3.8 chromosome  complete genome,4046453,0,0,23911,.59,1277,.03,24598,.60,687,.01
NZ_CP012679.1,Pseudomonas aeruginosa strain PA1RG chromosome  complete genome,6500439,0,0,62980,.96,1670,.02,63863,.98,883,.01
NZ_CP012680.1,Pseudomonas brassicacearum strain LBUM300 chromosome  complete genome,6976764,0,0,29226,.41,1081,.01,29765,.42,539,0
NZ_CP012681.1,Salmonella enterica subsp. enterica serovar Typhimurium strain 33676 chromosome  complete genome,4809574,0,0,23597,.49,1005,.02,24455,.50,858,.01
NZ_CP012685.1,Serratia marcescens strain SmUNAM836 chromosome  complete genome,5207023,0,0,45703,.87,1005,.01,46242,.88,539,.01
NZ_CP012691.1,Bacillus cereus strain FORC 024 chromosome  complete genome,5430118,0,0,39224,.72,6962,.12,44860,.82,5636,.10
NZ_CP012692.1,Staphylococcus aureus strain FORC 027 chromosome  complete genome,2903376,0,0,22611,.77,3088,.10,25108,.86,2497,.08
NZ_CP012694.1,Neisseria meningitidis strain 331401 chromosome  complete genome,2191116,0,0,14839,.67,1797,.08,15476,.70,637,.02
NZ_CP012695.1,Corynebacterium pseudotuberculosis strain PO269-5 chromosome  complete genome,2337124,0,0,10543,.45,539,.02,10886,.46,343,.01
NZ_CP012697.1,Microbacterium sp. No. 7 chromosome  complete genome,4599046,0,0,114947,2.49,1963,.04,115609,2.51,662,.01
NZ_CP012700.1,Sphingopyxis macrogoltabida strain EY-1 chromosome  complete genome,4757879,0,0,49537,1.04,589,.01,49782,1.04,245,0
NZ_CP012706.1,Bacteroides fragilis strain S14 chromosome  complete genome,4902215,0,0,20264,.41,2549,.05,22273,.45,2009,.04
NZ_CP012722.1,Bacillus anthracis strain PR05 chromosome  complete genome,5228658,0,0,34316,.65,6962,.13,39929,.76,5613,.10
NZ_CP012724.1,Bacillus anthracis strain PR07 chromosome  complete genome,5227094,0,0,34316,.65,6962,.13,39781,.76,5465,.10
NZ_CP012743.1,Klebsiella pneumoniae subsp. pneumoniae strain TGH8 chromosome  complete genome,5439720,0,0,35458,.65,907,.01,35997,.66,539,0
NZ_CP012744.1,Klebsiella pneumoniae subsp. pneumoniae strain TGH10 chromosome  complete genome,5355459,0,0,35711,.66,1955,.03,36425,.68,714,.01
NZ_CP012749.1,Rhodococcus sp. 008 chromosome  complete genome,6570200,0,0,27263,.41,540,0,27606,.42,343,0
NZ_CP012756.1,Staphylococcus aureus strain JS395 chromosome  complete genome,2846866,0,0,24172,.84,3553,.12,27332,.96,3160,.11
NZ_CP012801.1,Bacteroides cellulosilyticus strain WH2 chromosome  complete genome,7084828,0,0,25703,.36,3161,.04,28006,.39,2303,.03
NZ_CP012805.1,Streptococcus anginosus strain J4211 chromosome  complete genome,1924513,0,0,9243,.48,1446,.07,10468,.54,1225,.06
NZ_CP012808.1,Acinetobacter equi strain 114 chromosome  complete genome,3054269,0,0,32213,1.05,6062,.19,37088,1.21,4875,.15
NZ_CP012830.1,Pseudomonas fluorescens strain FW300-N2E3 chromosome  complete genome,6391871,0,0,24709,.38,932,.01,25199,.39,490,0
NZ_CP012831.1,Pseudomonas fluorescens strain FW300-N2C3 chromosome  complete genome,7119102,0,0,29872,.41,934,.01,30313,.42,441,0
NZ_CP012832.1,Synechocystis sp. PCC 6803 substr. GT-G chromosome  complete genome,3569196,0,0,10083,.28,931,.02,10867,.30,784,.02
NZ_CP012833.1,Salmonella enterica subsp. enterica serovar Cerro str. CFSAN001588 chromosome  complete genome,4651400,0,0,23194,.49,956,.02,23831,.51,637,.01
NZ_CP012836.1,Algoriphagus sanaruensis strain M8-2 isolate Brackish lake chromosome  complete genome,3882610,0,0,14365,.36,2083,.05,16178,.41,1813,.04
NZ_CP012837.1,Corynebacterium pseudotuberculosis strain 1002B chromosome  complete genome,2335107,0,0,10253,.43,539,.02,10596,.45,343,.01
NZ_CP012850.1,Candidatus Nitrosocosmicus oleophilus strain MY3 chromosome  complete genome,3430706,0,0,27260,.79,10112,.29,31795,.92,4535,.13
NZ_CP012872.1,Salegentibacter sp. T436 chromosome  complete genome,4086550,0,0,16739,.40,4190,.10,20267,.49,3528,.08
NZ_CP012883.1,Klebsiella pneumoniae KP-1 chromosome  complete genome,5180925,0,0,35127,.67,980,.01,35715,.68,588,.01
NZ_CP012885.2,Mycobacterium intracellulare subsp. chimaera strain AH16 chromosome  complete genome,5852822,0,0,62602,1.06,1029,.01,63043,1.07,441,0
NZ_CP012889.1,Porphyromonas gingivalis 381 chromosome  complete genome,2378872,0,0,11069,.46,858,.03,11755,.49,686,.02
NZ_CP012897.1,Brevundimonas sp. DS20 chromosome  complete genome,3475610,0,0,50214,1.44,2037,.05,50999,1.46,785,.02
NZ_CP012900.1,Stenotrophomonas acidaminiphila strain ZAC14D2 NAIMI4 2 chromosome  complete genome,4138297,0,0,81250,1.96,2459,.05,82304,1.98,1054,.02
NZ_CP012905.1,Helicobacter pylori strain 7C chromosome  complete genome,1624441,0,0,8964,.55,2976,.18,10996,.67,2032,.12
NZ_CP012911.1,Streptococcus suis strain NSUI060 chromosome  complete genome,2285232,0,0,9221,.40,1348,.05,10373,.45,1152,.05
NZ_CP012920.1,Apilactobacillus kunkeei strain MP2 chromosome  complete genome,1614522,0,0,13826,.85,1348,.08,14953,.92,1127,.06
NZ_CP012921.1,Salmonella enterica subsp. enterica serovar Heidelberg strain SA02DT10168701 chromosome  complete genome,4751447,0,0,23723,.49,1275,.02,24752,.52,1029,.02
NZ_CP012924.1,Salmonella enterica subsp. enterica serovar Heidelberg strain 12-4374 chromosome  complete genome,4790331,0,0,23747,.49,1152,.02,24678,.51,931,.01
NZ_CP012930.1,Salmonella enterica subsp. enterica serovar Heidelberg strain N13-01290 chromosome  complete genome,4809628,0,0,24019,.49,1277,.02,25075,.52,1056,.02
NZ_CP012937.1,Bacteroides thetaiotaomicron strain 7330 chromosome  complete genome,6487685,0,0,27017,.41,3627,.05,29860,.46,2843,.04
NZ_CP012938.1,Bacteroides ovatus strain ATCC 8483 chromosome  complete genome,6472489,0,0,24030,.37,4608,.07,27755,.42,3725,.05
NZ_CP012939.1,Ralstonia solanacearum strain UW163 chromosome  complete genome,3509932,0,0,44255,1.26,811,.02,44623,1.27,368,.01
NZ_CP012943.1,Ralstonia solanacearum strain IBSBF1503 chromosome  complete genome,3460461,0,0,43404,1.25,860,.02,43846,1.26,442,.01
NZ_CP012947.1,Xanthomonas oryzae pv. oryzae strain PXO83 chromosome  complete genome,5025428,0,0,40052,.79,1450,.02,40567,.80,515,.01
NZ_CP012949.1,Streptomyces ambofaciens strain DSM 40697 chromosome  complete genome,8137876,0,0,203225,2.49,6233,.07,205404,2.52,2179,.02
NZ_CP012952.1,Acinetobacter baumannii strain D36 chromosome  complete genome,4063596,0,0,22040,.54,3652,.08,24883,.61,2843,.06
NZ_CP012968.1,Staphylococcus sp. AntiMn-1 isolate deep-sea sediment of east Pacific Nodule Province chromosome  complete genome,2721344,0,0,23968,.88,4068,.14,27154,.99,3186,.11
NZ_CP012969.1,Psychrobacter sp. AntiMn-1 chromosome  complete genome,3138120,0,0,13529,.43,1226,.03,14411,.45,882,.02
NZ_CP012970.1,Staphylococcus aureus strain ST20130939 chromosome  complete genome,2726196,0,0,23536,.86,3260,.11,26182,.96,2646,.09
NZ_CP012972.1,Staphylococcus aureus strain ST20130938 chromosome  complete genome,2726242,0,0,23536,.86,3138,.11,26109,.95,2573,.09
NZ_CP012974.1,Staphylococcus aureus strain ST20130943 chromosome  complete genome,2749890,0,0,25314,.92,3263,.11,27912,1.01,2598,.09
